## RECSRecommendations Upload File
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.
## RECS
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.destinationCode,entity.sourceCode,entity.currency,entity.language,entity.sku,entity.date
RUH-BOM-EN,Mumbai,riyadhair:kingdom-of-saudi-arabia,Mumbai; the 'City of Dreams',https://s7g10.scene7.com/is/image/aviationservicesstage/mumbai,53.0,/discover-riyadh/diriyah,5000,0,BOM,RUH,USD,en,RUH-BOM,2025-05-08T07:28:17,
CDG-RUH-EN,Riyadh,riyadhair:kingdom-of-saudi-arabia,An ancient fortress that symbolizes Saudi Arabia's unification,https://s7g10.scene7.com/is/image/aviationservicesstage/riyadh,52.0,/discover-riyadh/diriyah,5000,0,RUH,CDG,USD,en,CDG-RUH,2025-05-06T13:47:35,
RUH-CAI-EN,Cairo,riyadhair:kingdom-of-saudi-arabia,Vibrant experience in the heart of Egypt,https://s7g10.scene7.com/is/image/aviationservicesstage/cairo?fmt=png-alpha,50.0,/discover-riyadh/diriyah,5000,0,CAI,RUH,USD,en,RUH-CAI,2025-05-02T01:46:38,
RUH-DXB-EN,Dubai,riyadhair:kingdom-of-saudi-arabia,Going to Dubai; be back never,https://s7g10.scene7.com/is/image/aviationservicesstage/dubai,54.0,/discover-riyadh/diriyah,5000,0,DXB,RUH,USD,en,RUH-DXB,2025-05-06T02:15:02,
DMM-KUL-EN,Kuala Lumpur,riyadhair:kingdom-of-saudi-arabia,Malaysia’s sunrise: A new day in paradise.,https://s7g10.scene7.com/is/image/aviationservicesstage/Malaysia,74.0,/discover-riyadh/diriyah,5000,0,KUL,DMM,USD,en,DMM-KUL,2025-05-08T10:48:10,
RUH-JED-EN,Jeddah,riyadhair:kingdom-of-saudi-arabia,Fun and endless activities await at Jeddah,https://s7g10.scene7.com/is/image/aviationservicesstage/jeddah,52.0,/discover-riyadh/diriyah,5000,0,JED,RUH,USD,en,RUH-JED,2025-05-02T14:11:21,
RUH-LHR-EN,London,riyadhair:kingdom-of-saudi-arabia,Vibrant experience in the heart of London,https://s7g10.scene7.com/is/image/aviationservicesstage/london,73.0,/discover-riyadh/diriyah,5000,0,LHR,RUH,USD,en,RUH-LHR,2025-05-06T06:20:15,
JFK-CDG-EN,Paris,riyadhair:kingdom-of-saudi-arabia,Bonjour Paris,https://s7g10.scene7.com/is/image/aviationservicesstage/paris-1,59.0,/discover-riyadh/diriyah,5000,0,CDG,JFK,USD,en,JFK-CDG,2025-05-08T12:17:29,
DEL-SIN-EN,Singapore,riyadhair:kingdom-of-saudi-arabia,City lights; city sights - Singapore nights.,https://s7g10.scene7.com/is/image/aviationservicesstage/Singapore-1,53.0,/discover-riyadh/diriyah,5000,0,SIN,DEL,USD,en,DEL-SIN,2025-05-06T14:00:56,
CDG-JFK-EN,New York,riyadhair:kingdom-of-saudi-arabia,New York is where the future comes to audition,https://s7g10.scene7.com/is/image/aviationservicesstage/new-york,57.0,/discover-riyadh/diriyah,5000,0,JFK,CDG,USD,en,CDG-JFK,2025-05-04T05:37:46,
